gen_name,steps_mean,steps_median,steps_std,steps_min,steps_max,apples_mean,apples_median,apples_std,apples_min,apples_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max
gen_1493_153_460_160,124467.45,130367.0,25242.637718105052,4624.0,142665.0,729.04,765.0,139.4204375262106,60.0,765.0,1450.0139530281544,1578.623836385881,396.94884320582617,1.073851747237831,1634.941480163709
gen_1493_153_460_161,124157.32,129848.5,25650.77284951859,4556.0,144220.0,723.99,765.0,139.18250572539637,60.0,765.0,1405.8528111794897,1574.4861762863875,441.69574518734106,1.0980755251984298,1647.913802917395
gen_1493_153_460_162,125427.65,130618.0,25043.19203511206,2166.0,144762.0,731.09,765.0,137.6944512317036,35.0,765.0,1459.7983974121018,1576.3014108739922,382.0469007255582,0.6737293679978242,1703.882803265578
gen_1493_153_460_163,123531.35,128585.0,23702.3223467132,4260.0,140472.0,726.93,765.0,128.61650399540488,59.0,765.0,1411.841334137493,1578.7206421872568,441.550264166857,1.1264329343514217,1667.9630013140227
gen_1493_153_460_164,126205.47,129981.0,20398.348753002043,4520.0,140198.0,739.23,765.0,111.00295987044672,59.0,765.0,1473.6537421786334,1579.010160582668,365.17599750814924,1.0640567379700367,1642.802274125107
gen_1493_153_460_165,121992.86,127929.0,27915.613396456116,4779.0,140584.0,720.82,765.0,154.53493973855882,63.0,765.0,1432.2050804635803,1587.1994469889637,431.4142487293105,1.0402629376012835,1667.536060099415
gen_1493_153_460_166,120748.63,129760.0,30332.10344920213,3359.0,150334.0,710.37,765.0,165.95641927927946,47.0,765.0,1395.9356532031225,1578.9076285437482,484.7676991011031,0.8108749241057892,1654.9196674304847
gen_1493_153_460_167,126849.23,129618.0,17836.09817580908,7098.0,143666.0,745.03,765.0,95.30975343583675,82.0,765.0,1494.2344165737218,1583.7926417026774,330.17165427108506,1.5208493955015856,1668.3902697756698
gen_1493_153_460_168,125044.42,129113.5,23537.79918606665,5377.0,146789.0,735.81,765.0,127.02721716230737,66.0,765.0,1484.0122007170676,1586.6260521255326,351.6586495880409,1.171775671204782,1634.686749924496
gen_1493_153_460_169,126356.07,129512.5,19918.039960927385,2936.0,144534.0,743.79,765.0,107.67695157274837,37.0,765.0,1515.5285417709486,1585.0225906937708,310.7189201138618,0.565171928840643,1652.6021817887524
gen_1493_153_460_170,121439.03,129238.0,29815.923721882235,4446.0,142302.0,712.58,765.0,164.36436231738315,54.0,765.0,1392.2205848333026,1576.1873669118327,464.15600609923297,0.8811847804693043,1665.0237457274252
gen_1493_153_460_171,121274.25,129827.0,31182.976997514204,2094.0,142846.0,709.34,765.0,170.48232870300663,26.0,765.0,1385.9349225929534,1572.3551631606256,473.1884761980212,0.367438337622811,1666.8962609530552
gen_1493_153_460_172,124444.03,130317.0,27477.969501204054,4016.0,140288.0,728.7,765.0,150.40262630685675,47.0,765.0,1483.7244847897728,1580.8899161797935,366.4164951266327,0.7090458918952552,1652.269927377527
