gen_name,steps_mean,steps_median,steps_std,steps_min,steps_max,apples_mean,apples_median,apples_std,apples_min,apples_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max
gen_1493_153_67,1800.9466666666667,2064.5,747.855750678045,7.0,2829.0,76.46,97.0,31.821717950691056,0.0,97.0,9.466971675971558e+28,1.5845632502852868e+29,7.731746078008404e+28,8.0,1.5845632502852868e+29
gen_1493_153_68,1567.3066666666666,1972.0,834.8605468113954,9.0,2774.0,66.82666666666667,95.0,36.16918516576722,0.0,97.0,7.821323569905658e+28,3.961408125713217e+28,7.838453612440815e+28,10.0,1.5845632502852868e+29
gen_1493_153_69,1729.16,2056.0,779.7738482406293,8.0,2876.0,74.52666666666667,97.0,33.8696908098606,0.0,97.0,9.44056337744018e+28,1.5845632502852868e+29,7.7437302483601e+28,9.0,1.5845632502852868e+29
gen_1493_153_70,1650.7266666666667,2050.5,834.6058382786985,6.0,2670.0,69.52666666666667,97.0,35.673089141380636,0.0,97.0,8.158443998838671e+28,1.5845632502852868e+29,7.897026971743769e+28,7.0,1.5845632502852868e+29
gen_1493_153_71,1638.72,2022.0,866.2587921246937,6.0,2851.0,68.24,96.0,36.318898661716055,0.0,97.0,7.956451207730503e+28,9.903520314283042e+28,7.895797141770776e+28,7.0,1.5845632502852868e+29
gen_1493_153_72,1728.5933333333332,2044.0,766.6982987387471,22.0,2759.0,73.66,97.0,33.47094859725371,0.0,97.0,8.885898681718269e+28,1.5845632502852868e+29,7.852164443231996e+28,40.0,1.5845632502852868e+29
gen_1493_153_73,1714.9866666666667,2020.5,793.9052167328009,19.0,2844.0,73.43333333333334,97.0,33.93943952919015,0.0,97.0,8.9030265285978e+28,1.5845632502852868e+29,7.834506629596885e+28,20.0,1.5845632502852868e+29
gen_1493_153_74,1756.7866666666666,2084.0,766.8773355773544,24.0,2812.0,75.1,97.0,33.581492918967534,0.0,97.0,1.0040740028161065e+29,1.5845632502852868e+29,7.629239523674061e+28,26.0,1.5845632502852868e+29
gen_1493_153_75,1576.6,1958.0,836.1889898023452,8.0,2794.0,67.67333333333333,97.0,36.138713621575164,0.0,97.0,8.45105048889877e+28,1.5845632502852868e+29,7.905140697887347e+28,9.0,1.5845632502852868e+29
gen_1493_153_76,1719.84,2056.0,749.3041312222072,116.0,2674.0,74.88,97.0,33.38940350869818,1.0,97.0,9.83575524326188e+28,1.5845632502852868e+29,7.677130848760023e+28,538.362540492488,1.5845632502852868e+29
gen_1493_153_77,1816.32,2082.0,736.1728177540923,7.0,2652.0,78.45333333333333,97.0,32.30326849647812,0.0,97.0,1.073253363945127e+29,1.5845632502852868e+29,7.368951173014391e+28,8.0,1.5845632502852868e+29
gen_1493_153_78,1803.1266666666668,2113.0,748.5288264025344,8.0,2713.0,76.70666666666666,97.0,32.72156203823745,0.0,97.0,1.016370997323766e+29,1.5845632502852868e+29,7.577995413479432e+28,9.0,1.5845632502852868e+29
gen_1493_153_79,1728.2333333333333,2072.5,774.6706949120739,51.0,2701.0,74.19333333333333,97.0,33.797967723255525,0.0,97.0,9.510015819484552e+28,1.5845632502852868e+29,7.759541786666897e+28,102.0,1.5845632502852868e+29
gen_1493_153_80,1685.68,2070.0,859.5300601297588,1.0,2895.0,70.96,97.0,36.69511865811764,0.0,97.0,9.302353739063213e+28,1.5845632502852868e+29,7.795578260219913e+28,2.0,1.5845632502852868e+29
gen_1493_153_81,1812.8533333333332,2088.0,733.9144581095417,19.0,2752.0,78.99333333333334,97.0,32.04694403874139,0.0,97.0,1.0764538286180691e+29,1.5845632502852868e+29,7.330603836815428e+28,20.0,1.5845632502852868e+29
gen_1493_153_82,1857.2333333333333,2095.5,706.5961356311602,137.0,3036.0,79.60666666666667,97.0,29.95616723740799,2.0,97.0,1.0416865982927759e+29,1.5845632502852868e+29,7.462893449806771e+28,2030.8865976334969,1.5845632502852868e+29
gen_1493_153_83,1874.3333333333333,2163.0,751.8493347887078,10.0,2691.0,80.22666666666667,97.0,32.32257140485921,0.0,97.0,1.1325920899660012e+29,1.5845632502852868e+29,7.131569403019914e+28,11.0,1.5845632502852868e+29
gen_1493_153_84,1894.7933333333333,2090.0,672.0270460496529,38.0,2771.0,82.54,97.0,29.54739243994299,0.0,97.0,1.1323291731555944e+29,1.5845632502852868e+29,7.134547144971067e+28,39.0,1.5845632502852868e+29
gen_1493_153_85,1757.26,2053.0,770.535523126611,19.0,2982.0,74.38,97.0,33.16417143042573,0.0,97.0,9.01637181978289e+28,1.5845632502852868e+29,7.813179846333247e+28,20.0,1.5845632502852868e+29
gen_1493_153_86,1744.6133333333332,2038.0,732.6804377231742,19.0,2938.0,75.81333333333333,97.0,32.70848751556017,0.0,97.0,9.539053876865814e+28,1.5845632502852868e+29,7.726446197845244e+28,33.0,1.5845632502852868e+29
gen_1493_153_87,1844.0133333333333,2083.5,674.4978081176806,101.0,2868.0,78.61333333333333,97.0,29.582379139541086,0.0,97.0,9.597651785587753e+28,1.5845632502852868e+29,7.67159497170051e+28,102.0,1.5845632502852868e+29
gen_1493_153_88,1709.1533333333334,2031.0,800.8107952707819,10.0,2964.0,72.02666666666667,97.0,34.4292408022922,0.0,97.0,8.69242574471894e+28,1.5845632502852868e+29,7.858433851527136e+28,11.0,1.5845632502852868e+29
gen_1493_153_89,1908.0466666666666,2099.0,668.2510240587407,147.0,2781.0,79.52,97.0,28.304703967126503,2.0,97.0,9.0409790216739e+28,1.5845632502852868e+29,7.789397978761561e+28,2045.6207641448436,1.5845632502852868e+29
gen_1493_153_90,1794.16,2086.5,726.7467883657966,115.0,2804.0,75.86666666666666,97.0,31.774553060935762,1.0,97.0,9.315401559023023e+28,1.5845632502852868e+29,7.781582738919819e+28,538.2538728525535,1.5845632502852868e+29
gen_1493_153_91,1773.6666666666667,2092.5,777.1474906491188,8.0,2863.0,74.98666666666666,97.0,33.437301858187595,0.0,97.0,8.866548397767768e+28,1.5845632502852868e+29,7.795919400283316e+28,9.0,1.5845632502852868e+29
gen_1493_153_92,1823.0266666666666,2078.0,704.4529503727618,101.0,2732.0,78.83333333333333,97.0,30.95231098893192,0.0,97.0,9.834330420095897e+28,1.5845632502852868e+29,7.596463895268615e+28,102.0,1.5845632502852868e+29
gen_1493_153_93,1803.0133333333333,2059.0,682.596786657801,101.0,2790.0,77.33333333333333,97.0,29.74551320040647,0.0,97.0,9.54391924845088e+28,1.5845632502852868e+29,7.7250128448517765e+28,102.0,1.5845632502852868e+29
gen_1493_153_94,1696.86,2109.0,821.5709669488895,21.0,2716.0,71.80666666666667,97.0,35.95231965936119,0.0,97.0,8.882531306951075e+28,1.5845632502852868e+29,7.78478786226505e+28,102.0,1.5845632502852868e+29
gen_1493_153_95,1826.44,2106.5,719.4036556296704,39.0,2839.0,78.18,97.0,30.930690260645658,0.0,97.0,9.34764466526881e+28,1.5845632502852868e+29,7.7455583907164345e+28,102.0,1.5845632502852868e+29
gen_1493_153_96,1751.2133333333334,2070.0,766.0707329106251,13.0,2673.0,74.58,97.0,33.107556035845754,0.0,97.0,8.799639495604355e+28,1.5845632502852868e+29,7.84457388870208e+28,14.0,1.5845632502852868e+29
gen_1493_153_97,1752.0666666666666,2070.5,798.0022612053734,86.0,2856.0,74.35333333333334,97.0,34.14286390383143,1.0,97.0,9.441793377803456e+28,1.5845632502852868e+29,7.742255221046652e+28,537.2997083425172,1.5845632502852868e+29
gen_1493_153_98,1873.68,2125.0,668.6715119797861,108.0,2674.0,80.4,97.0,29.306882013160887,1.0,97.0,1.0698158772384255e+29,1.5845632502852868e+29,7.397143485425984e+28,537.4273647528983,1.5845632502852868e+29
gen_1493_153_99,1743.1866666666667,2081.5,793.8661128651075,7.0,2777.0,72.78666666666666,97.0,34.063193560727036,0.0,97.0,8.467139249521779e+28,1.5845632502852868e+29,7.888548451817034e+28,8.0,1.5845632502852868e+29
gen_1493_153_100,1827.5466666666666,2094.5,737.2224502519952,54.0,2848.0,77.1,97.0,32.11142060596717,0.0,97.0,9.731920976727077e+28,1.5845632502852868e+29,7.7004370043338915e+28,102.0,1.5845632502852868e+29
gen_1493_153_101,1843.6533333333334,2092.0,728.5161264439441,6.0,2888.0,79.51333333333334,97.0,31.307876893132747,0.0,97.0,1.0476436814844247e+29,1.5845632502852868e+29,7.482428108873037e+28,7.0,1.5845632502852868e+29
gen_1493_153_102,1699.9133333333334,2038.5,781.649324072005,25.0,2795.0,72.13333333333334,97.0,33.60112431981341,0.0,97.0,8.457681915860962e+28,1.5845632502852868e+29,7.898170421895818e+28,26.0,1.5845632502852868e+29
gen_1493_153_103,1730.3733333333332,2036.5,762.8400229551555,102.0,2894.0,73.14,97.0,32.83697712437408,1.0,97.0,8.98293401870618e+28,1.5845632502852868e+29,7.847834588238082e+28,536.6244637882334,1.5845632502852868e+29
gen_1493_153_104,1790.3733333333332,2035.0,703.082266847597,44.0,2749.0,76.07333333333334,97.0,30.541140923169337,0.0,97.0,8.624403257695409e+28,1.5845632502852868e+29,7.837301432874719e+28,102.0,1.5845632502852868e+29
gen_1493_153_105,1727.0866666666666,2013.5,758.7658834068795,44.0,2642.0,74.42666666666666,97.0,33.494546156385255,0.0,97.0,8.569980850060718e+28,1.5845632502852868e+29,7.883226421382951e+28,102.0,1.5845632502852868e+29
